open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,return,log_return,volatility,sma_14,sma_50,ema_14,ema_50,rsi,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,target_close_shift_6,future_return_6,label,label_binary
2025-06-27 08:00:00+00:00,2442.3,2463.54,2435.25,2447.25,65938.1952,2025-06-27 11:59:59.999000+00:00,161512671.966823,320941,27944.4734,68483118.319054,0,0.0020226752541652,0.0020206324007954,0.0113014808894239,2441.4907142857146,2403.25,2434.4653609904376,2422.270938598787,50.52747656420736,16.460384328462624,16.76336701577095,-0.3029826873083259,2484.8375472504536,2390.0414527495464,0.038891670747482,2427.42,-0.0081029727244866,0,0
2025-06-27 12:00:00+00:00,2447.25,2456.92,2414.15,2438.25,67273.5894,2025-06-27 15:59:59.999000+00:00,163525301.11061,464044,32712.0909,79530157.021303,0,-0.0036775973030953,-0.0036843762894153,0.0113462961806233,2441.0414285714287,2401.6352,2434.969979525046,2422.897568457658,48.88034461645368,15.315146318442658,16.473722876305292,-1.1585765578626344,2482.2948625471063,2397.078137452894,0.0349293751857921,2436.09,-0.0008858812673023,0,0
2025-06-27 16:00:00+00:00,2438.26,2449.44,2388.29,2412.67,58701.6025,2025-06-27 19:59:59.999000+00:00,141624228.566117,497415,26611.1761,64190974.50815,0,-0.0104911309340715,-0.0105465508003744,0.0115729790109924,2439.878571428572,2399.252,2431.9966489217063,2422.496487341672,47.201595157244185,12.202778688729722,15.619534038790178,-3.4167553500604555,2481.9956440497645,2397.7003559502355,0.0345494014789154,2433.22,0.0085175345157024,0,0
2025-06-27 20:00:00+00:00,2412.67,2429.47,2411.54,2423.17,38677.2082,2025-06-27 23:59:59.999000+00:00,93672841.564575,217879,21285.185,51549854.072294,0,0.0043520249350303,0.0043425822611015,0.0113232623178246,2441.127857142857,2397.856,2430.819762398812,2422.5228996027827,53.14443924798099,10.462857854182856,14.588198801868716,-4.125340947685858,2481.903291538972,2396.2997084610274,0.035096359490552,2435.62,0.0051378978775735,0,0
2025-06-28 00:00:00+00:00,2423.17,2423.91,2405.81,2420.93,22573.1079,2025-06-28 03:59:59.999000+00:00,54565146.408931,156624,12156.6495,29387847.35495,0,-0.0009244089354029,-0.0009248364648378,0.0108985941906916,2440.280714285714,2396.1772,2429.501127412304,2422.4604329516933,47.65834780971717,8.801747709119809,13.430908583318937,-4.629160874199126,2481.9638008681736,2394.9081991318267,0.0357014093198865,2427.86,0.0028625362980343,0,0
2025-06-28 04:00:00+00:00,2420.93,2433.86,2417.86,2431.76,25863.0167,2025-06-28 07:59:59.999000+00:00,62713426.595913,107862,11539.9437,27992937.698398,0,0.0044734874614302,0.0044635111579105,0.0108445888433794,2441.2285714285717,2394.39,2429.802310423997,2422.825121855549,52.65644392546276,8.26393494351123,12.397513855357396,-4.133578911846165,2480.960565961468,2394.2424340385314,0.0355751881195251,2440.5,0.0035941046813829,0,0
2025-06-28 08:00:00+00:00,2431.77,2432.44,2419.65,2427.42,35720.7253,2025-06-28 11:59:59.999000+00:00,86623040.855926,112288,13228.9186,32076907.002809,0,-0.0017847155969339,-0.0017863100992527,0.0071731505543099,2436.8457142857146,2392.5946,2429.4846690341305,2423.005313155331,33.30975954484629,7.402184942609438,11.398448072807804,-3.996263130198367,2480.2176380426185,2393.289361957381,0.0356738078288335,2462.25,0.0143485676149986,0,0
2025-06-28 12:00:00+00:00,2427.42,2443.0,2420.0,2436.09,23960.841,2025-06-28 15:59:59.999000+00:00,58176286.121143,130928,12907.3985,31343823.96422,0,0.0035716934028722,0.0035653300534443,0.0072951272861782,2433.002857142857,2390.3236,2430.36537982958,2423.518438129632,35.94419479306505,7.334293233155222,10.585617104877288,-3.2513238717220663,2479.640447565392,2393.021552434609,0.0355530078346428,2436.68,0.0002421913804496,0,0
2025-06-28 16:00:00+00:00,2436.1,2447.8,2431.64,2433.22,33334.2293,2025-06-28 19:59:59.999000+00:00,81262560.820537,217573,17944.3943,43744137.427791,0,-0.0011781173930357,-0.0011788119188738,0.0059979779337299,2431.7785714285715,2387.995,2430.7459958523027,2423.898891536313,44.46096173330876,6.968574164685833,9.862208516839,-2.893634352153166,2479.74270097373,2393.34629902627,0.0354585774844086,2437.96,0.0019480359359204,0,0
2025-06-28 20:00:00+00:00,2433.21,2442.21,2427.44,2435.62,14363.0657,2025-06-28 23:59:59.999000+00:00,34970443.146498,130381,7332.7089,17856232.795974,0,0.0009863473093267,0.0009858611884492,0.0056956112566155,2431.9635714285714,2386.8318000000004,2431.395863071996,2424.3585428486144,50.92638957927616,6.794081171843118,9.248583047839825,-2.454501875996705,2478.738891239274,2397.3441087607266,0.0333853145972073,2500.09,0.0264696463323508,0,0
2025-06-29 00:00:00+00:00,2435.62,2442.77,2424.65,2427.86,21222.2303,2025-06-29 03:59:59.999000+00:00,51630396.739176,127952,11564.6873,28144251.27015,0,-0.0031860470845205,-0.0031911333387698,0.0057502386288536,2431.3914285714286,2387.092,2430.9244146623964,2424.4958548937666,47.23239582156561,5.960913372073719,8.591049112686603,-2.630135740612884,2478.685581337315,2396.904418662685,0.03354718615578,2499.21,0.0293880207260714,0,0
2025-06-29 04:00:00+00:00,2427.87,2440.5,2426.64,2440.5,14615.4811,2025-06-29 07:59:59.999000+00:00,35585700.605147,96605,6916.4175,16839713.469371,0,0.0052062310017875,0.0051927254362806,0.0054273736924787,2433.144285714286,2387.7722,2432.201159374077,2425.123468427344,58.927532007967166,6.248535028983042,8.122546295945892,-1.8740112669628493,2478.770568836745,2399.020431163255,0.032699284439817,2480.59,0.0164269616881787,0,0
