open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,return,log_return,volatility,sma_14,sma_50,ema_14,ema_50,rsi,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,target_close_shift_6,future_return_6,label,label_binary
2025-06-27 08:00:00+00:00,140.33,142.8,140.32,142.15,332706.693,2025-06-27 11:59:59.999000+00:00,47177829.94513,202098,144497.967,20498558.95906,0,0.0129694292025939,0.0128860463339644,0.0123373518645431,143.44,141.13819999999998,142.36777764233744,142.06643411537777,42.10772830962491,0.1652049873554801,0.7021078910364876,-0.5369029036810075,147.85857541982492,139.7514245801751,0.0563760011101826,147.15,0.0351741118536756,1,1
2025-06-27 12:00:00+00:00,142.15,143.85,141.15,143.47,456334.695,2025-06-27 15:59:59.999000+00:00,64978211.08121,328959,213469.257,30413380.66101,0,0.0092859655293704,0.0092431160132898,0.0122699401122035,143.18714285714287,141.1062,142.5147406233591,142.12147591477472,41.64305946255893,0.2447439281564243,0.610635098460475,-0.3658911703040507,147.83301950154285,139.72298049845713,0.0564066755907421,148.17,0.0327594619084128,1,1
2025-06-27 16:00:00+00:00,143.47,144.85,140.12,141.78,525963.654,2025-06-27 19:59:59.999000+00:00,74968551.89787,335181,257864.45,36814210.65285,0,-0.0117794660904718,-0.0118493936834271,0.0125413951865932,142.86714285714285,141.04,142.41677520691124,142.10808470243063,39.87341769628268,0.1694568427080867,0.5223994473099973,-0.3529426046019106,147.77003864546194,139.50696135453805,0.057526897669663,150.67,0.0627027789533078,1,1
2025-06-27 20:00:00+00:00,141.77,143.36,141.63,142.09,397966.275,2025-06-27 23:59:59.999000+00:00,56762749.89105,164915,240029.095,34234789.48812,0,0.0021864861052334,0.0021840992231124,0.0117519157377974,142.75285714285715,141.0186,142.3732051793231,142.10737549841377,45.97180258592121,0.1332694470695514,0.4445734472619082,-0.3113040001923567,147.70213959995016,139.35286040004985,0.0581719823720214,150.72,0.0607361531423745,1,1
2025-06-28 00:00:00+00:00,142.09,143.55,141.13,143.4,295491.488,2025-06-28 03:59:59.999000+00:00,42038825.43328,157213,190410.903,27086785.77236,0,0.0092195087620521,0.0091772685155359,0.0118626315358214,142.65714285714287,140.97699999999998,142.5101111554133,142.1580666553387,46.66998008681016,0.2079001832835842,0.3972387944662434,-0.1893386111826591,147.69182227796944,139.34217772203056,0.0581787840878702,149.47,0.0423291492329148,1,1
2025-06-28 04:00:00+00:00,143.39,146.81,143.08,146.57,417061.842,2025-06-28 07:59:59.999000+00:00,60358234.03097,157666,254670.395,36844955.35453,0,0.0221059972105996,0.0218652018736892,0.0130597141594299,142.87142857142857,140.9676,143.05142966802487,142.331083649247,56.78119345411678,0.5168798178298175,0.4211669991389583,0.0957128186908592,147.8122812764115,139.28671872358848,0.0593910989088992,150.32,0.0255850446885447,0,0
2025-06-28 08:00:00+00:00,146.56,147.62,145.61,147.15,673383.914,2025-06-28 11:59:59.999000+00:00,98939138.25354,249403,337773.733,49643798.35598,0,0.003957153578495,0.0039493446402726,0.0124003966697494,142.9607142857143,141.0018,143.59790571228822,142.52006076104126,53.06823756784706,0.7993353170574267,0.496800662722652,0.3025346543347746,148.10928867690353,139.15271132309647,0.0623582468534443,151.68,0.0307849133537207,1,1
2025-06-28 12:00:00+00:00,147.14,148.67,145.87,148.17,356111.129,2025-06-28 15:59:59.999000+00:00,52359364.87107,166447,164650.957,24229801.46508,0,0.0069317023445463,0.0069077885411613,0.0123881860923935,143.17642857142857,141.0158,144.20751828398312,142.7416270057063,57.315891433991126,1.092890647596903,0.6160186596975022,0.4768719878994006,148.3767035113715,139.0012964886285,0.0652479105759173,150.75,0.0174124316663293,0,0
2025-06-28 16:00:00+00:00,148.16,152.7,148.1,150.67,729669.414,2025-06-28 19:59:59.999000+00:00,109634727.38993,398132,389975.783,58611502.49035,0,0.0168725113045826,0.016731751592554,0.0125109228164995,143.67785714285714,141.0658,145.06918251278535,143.0525435937178,66.21996298858224,1.5098597453404068,0.7947868768260833,0.7150728685143235,149.4446716561599,138.37432834384012,0.0769257297976838,151.18,0.0033848808654677,0,0
2025-06-28 20:00:00+00:00,150.67,151.37,150.04,150.72,186118.895,2025-06-28 23:59:59.999000+00:00,28043447.71175,137371,103663.609,15621861.92196,0,0.0003318510652419,0.0003317960148558,0.012339675472641,144.2292857142857,141.223,145.82262484441398,143.35322815867005,68.34600755908536,1.823327161004528,1.0004949336617723,0.8228322273427555,150.57547426656848,137.9465257334315,0.0875423609508943,153.32,0.0172505307855625,0,0
